strategy,ticker,period,observations,trades,total_return,annualized_return,annualized_volatility,sharpe,max_drawdown,win_rate,is_baseline,baseline_total_return,excess_total_return,baseline_annualized_return,excess_annualized_return,baseline_sharpe,excess_sharpe,baseline_max_drawdown,excess_max_drawdown
buy_and_hold,GLD,full_sample,5365,1,9.021181,0.114331,0.180095,0.634839,-0.45555,0.532252,True,9.021181,0.0,0.114331,0.0,0.634839,0.0,-0.45555,0.0
buy_and_hold,GLD,inflation_bear_2022,196,1,-0.073308,-0.093249,0.147046,-0.634148,-0.210328,0.502564,True,-0.073308,0.0,-0.093249,0.0,-0.634148,0.0,-0.210328,0.0
buy_and_hold,GLD,gfc_bear,355,1,0.234597,0.161368,0.309196,0.521896,-0.294141,0.519774,True,0.234597,0.0,0.161368,0.0,0.521896,0.0,-0.294141,0.0
buy_and_hold,GLD,covid_crash,23,1,-0.040089,-0.361278,0.324953,-1.111783,-0.125277,0.590909,True,-0.040089,0.0,-0.361278,0.0,-1.111783,0.0,-0.125277,0.0
buy_and_hold,XLE,full_sample,6850,1,9.126516,0.088903,0.286336,0.310485,-0.712477,0.51263,True,9.126516,0.0,0.088903,0.0,0.310485,0.0,-0.712477,0.0
buy_and_hold,XLE,inflation_bear_2022,196,1,0.444937,0.605167,0.363986,1.66261,-0.260406,0.548718,True,0.444937,0.0,0.605167,0.0,1.66261,0.0,-0.260406,0.0
buy_and_hold,XLE,gfc_bear,355,1,-0.48561,-0.376181,0.562017,-0.669341,-0.573745,0.522599,True,-0.48561,0.0,-0.376181,0.0,-0.669341,0.0,-0.573745,0.0
buy_and_hold,XLE,covid_crash,23,1,-0.560207,-0.999877,1.095253,-0.912919,-0.562088,0.318182,True,-0.560207,0.0,-0.999877,0.0,-0.912919,0.0,-0.562088,0.0
buy_and_hold,XLU,full_sample,6850,1,6.960818,0.079306,0.192864,0.411203,-0.523207,0.517886,True,6.960818,0.0,0.079306,0.0,0.411203,0.0,-0.523207,0.0
buy_and_hold,XLU,inflation_bear_2022,196,1,-0.113165,-0.14308,0.209494,-0.682976,-0.207182,0.512821,True,-0.113165,0.0,-0.14308,0.0,-0.682976,0.0,-0.207182,0.0
buy_and_hold,XLU,gfc_bear,355,1,-0.420907,-0.321445,0.332652,-0.96631,-0.464957,0.474576,True,-0.420907,0.0,-0.321445,0.0,-0.96631,0.0,-0.464957,0.0
buy_and_hold,XLU,covid_crash,23,1,-0.355822,-0.991921,0.850704,-1.166,-0.355822,0.227273,True,-0.355822,0.0,-0.991921,0.0,-1.166,0.0,-0.355822,0.0
buy_and_hold,EWA,full_sample,7549,1,8.302326,0.077292,0.262277,0.294696,-0.669565,0.491123,True,8.302326,0.0,0.077292,0.0,0.294696,0.0,-0.669565,0.0
buy_and_hold,EWA,inflation_bear_2022,196,1,-0.186178,-0.232698,0.238932,-0.973906,-0.247064,0.446154,True,-0.186178,0.0,-0.232698,0.0,-0.973906,0.0,-0.247064,0.0
buy_and_hold,EWA,gfc_bear,355,1,-0.644163,-0.519768,0.55497,-0.936568,-0.669565,0.474576,True,-0.644163,0.0,-0.519768,0.0,-0.936568,0.0,-0.669565,0.0
buy_and_hold,EWA,covid_crash,23,1,-0.440483,-0.998275,1.091467,-0.914618,-0.440483,0.272727,True,-0.440483,0.0,-0.998275,0.0,-0.914618,0.0,-0.440483,0.0
canary_daa_lite,PORTFOLIO,full_sample,5365,183,15.320097,0.140152,0.131682,1.064325,-0.33002,0.552508,False,7.250343,8.069754,0.1042,0.035952,0.549804,0.514521,-0.551947,0.22192699999999999
canary_daa_smart_defense,PORTFOLIO,full_sample,5365,193,15.73541,0.141499,0.136811,1.03427,-0.272611,0.562649,False,7.250343,8.485067,0.1042,0.03729900000000001,0.549804,0.48446600000000006,-0.551947,0.279336
buy_hold_spy,PORTFOLIO,full_sample,5365,0,7.250343,0.1042,0.189522,0.549804,-0.551947,0.550708,True,7.250343,0.0,0.1042,0.0,0.549804,0.0,-0.551947,0.0
equal_weight_buy_hold,PORTFOLIO,full_sample,5365,0,7.76921,0.107368,0.143898,0.746137,-0.381482,0.548658,True,7.250343,0.5188670000000002,0.1042,0.003168000000000004,0.549804,0.1963330000000001,-0.551947,0.17046499999999998
spy_tlt_60_40,PORTFOLIO,full_sample,5365,0,4.605073,0.084331,0.110925,0.760251,-0.299265,0.552946,True,7.250343,-2.64527,0.1042,-0.019868999999999998,0.549804,0.21044700000000005,-0.551947,0.25268199999999996
canary_daa_lite,PORTFOLIO,inflation_bear_2022,196,7,-0.231369,-0.287039,0.171237,-1.676263,-0.263303,0.482051,False,-0.244977,0.013608000000000009,-0.303226,0.016187000000000007,-1.258459,-0.41780400000000006,-0.244977,-0.01832600000000001
canary_daa_smart_defense,PORTFOLIO,inflation_bear_2022,196,7,-0.068468,-0.087155,0.125618,-0.693813,-0.163288,0.503937,False,-0.244977,0.176509,-0.303226,0.216071,-1.258459,0.564646,-0.244977,0.08168900000000001
buy_hold_spy,PORTFOLIO,inflation_bear_2022,196,0,-0.244977,-0.303226,0.24095,-1.258459,-0.244977,0.430769,True,-0.244977,0.0,-0.303226,0.0,-1.258459,0.0,-0.244977,0.0
equal_weight_buy_hold,PORTFOLIO,inflation_bear_2022,196,0,-0.130823,-0.164953,0.168761,-0.97744,-0.173877,0.507692,True,-0.244977,0.114154,-0.303226,0.138273,-1.258459,0.281019,-0.244977,0.0711
spy_tlt_60_40,PORTFOLIO,inflation_bear_2022,196,0,-0.258278,-0.318969,0.166579,-1.914819,-0.258278,0.446154,True,-0.244977,-0.013301000000000007,-0.303226,-0.015743000000000007,-1.258459,-0.65636,-0.244977,-0.013301000000000007
canary_daa_lite,PORTFOLIO,gfc_bear,355,15,0.065507,0.046071,0.176329,0.261277,-0.205964,0.511299,False,-0.551182,0.6166889999999999,-0.433736,0.479807,-1.138814,1.400091,-0.551504,0.34553999999999996
canary_daa_smart_defense,PORTFOLIO,gfc_bear,355,16,-0.110076,-0.079449,0.192968,-0.411721,-0.271126,0.489552,False,-0.551182,0.44110599999999994,-0.433736,0.354287,-1.138814,0.727093,-0.551504,0.280378
buy_hold_spy,PORTFOLIO,gfc_bear,355,0,-0.551182,-0.433736,0.380866,-1.138814,-0.551504,0.488701,True,-0.551182,0.0,-0.433736,0.0,-1.138814,0.0,-0.551504,0.0
equal_weight_buy_hold,PORTFOLIO,gfc_bear,355,0,-0.342243,-0.257234,0.286162,-0.89891,-0.381482,0.49435,True,-0.551182,0.20893899999999993,-0.433736,0.176502,-1.138814,0.239904,-0.551504,0.170022
spy_tlt_60_40,PORTFOLIO,gfc_bear,355,0,-0.295722,-0.220314,0.204668,-1.076446,-0.299265,0.463277,True,-0.551182,0.25545999999999996,-0.433736,0.213422,-1.138814,0.06236799999999998,-0.551504,0.252239
canary_daa_lite,PORTFOLIO,covid_crash,23,0,-0.014208,-0.14511,0.275765,-0.526208,-0.124219,0.545455,False,-0.334456,0.320248,-0.988449,0.8433390000000001,-1.317241,0.7910330000000001,-0.334456,0.21023699999999998
canary_daa_smart_defense,PORTFOLIO,covid_crash,23,0,-0.014208,-0.14511,0.275765,-0.526208,-0.124219,0.545455,False,-0.334456,0.320248,-0.988449,0.8433390000000001,-1.317241,0.7910330000000001,-0.334456,0.21023699999999998
buy_hold_spy,PORTFOLIO,covid_crash,23,0,-0.334456,-0.988449,0.750393,-1.317241,-0.334456,0.272727,True,-0.334456,0.0,-0.988449,0.0,-1.317241,0.0,-0.334456,0.0
equal_weight_buy_hold,PORTFOLIO,covid_crash,23,0,-0.285927,-0.975024,0.581309,-1.677291,-0.285927,0.272727,True,-0.334456,0.04852899999999999,-0.988449,0.01342500000000002,-1.317241,-0.36005,-0.334456,0.04852899999999999
spy_tlt_60_40,PORTFOLIO,covid_crash,23,0,-0.163186,-0.858003,0.388864,-2.206434,-0.177645,0.454545,True,-0.334456,0.17126999999999998,-0.988449,0.13044600000000006,-1.317241,-0.8891929999999997,-0.334456,0.15681099999999998
